0,1,2,3,class_numeric
-0.4750522023605672,0.10845697014432218,0.25772020626550396,0.10975751646787688,0
-0.4772363621687763,0.0831833836034761,0.24535454623061978,0.08093035306027065,0
-0.5504932338196638,0.16966300392211475,0.21598302593554264,0.09288376091724176,0
-0.5870505910896674,0.21512502887023463,0.15521065510262252,0.09078391894774436,0
-0.6068704469830732,0.19802470322753868,0.18768479825230175,0.04849407984097357,0
-0.592138039666214,0.17940853903722495,0.1849582201179115,0.0658114681297762,0
-0.573158688551298,0.1900613348426375,0.18143862856175116,0.08972899197686696,0
-0.5802500870895844,0.173473684374437,0.1819269328402353,0.06963746596848151,0
-0.5776958918159251,0.1789505950503076,0.17334996074037826,0.07480254831548662,0
-0.588831195380658,0.19005251820392466,0.16825377630479135,0.0691650498650964,0
-0.5957817037228285,0.1622490760207792,0.18550344526265036,0.04010339077704873,0
-0.6180004753286957,0.19715785527026564,0.1562134929546766,0.03992538852287024,0
-0.5845938998551414,0.13064391383290883,0.18221344263623826,0.038840317463072045,0
-0.5971621904699138,0.17424860688935953,0.1576685509957491,0.051563088985982934,0
-0.5575279618788966,0.08434686577777446,0.20575993196144776,0.046382442783933595,0
-0.3374363202578077,-0.39078438276914074,0.0018185006485283042,0.4372789652116118,1
-0.32770005765964133,-0.44255335256092315,-0.049786782080522625,0.40001791985102686,1
-0.41549056196500855,-0.3955036623754044,-0.1036327346046364,0.37205129977109036,1
-0.44962617620230405,-0.39338970843871557,-0.1347526237154975,0.3365149663746275,1
-0.4364306094990523,-0.3638083284007695,-0.10126254612646575,0.37573463533448226,1
-0.4588865720283527,-0.3420680102066257,-0.12111728715199344,0.3669957308510744,1
-0.4323667354044122,-0.4113348660965429,-0.09131643719133764,0.35032824849583866,1
-0.4061218614319124,-0.41934286003677446,-0.08263578142842146,0.36373257084436256,1
-0.436493437279011,-0.41397691803029735,-0.10602334399914297,0.3385096461152206,1
-0.41859681246937297,-0.4250356992403507,-0.11541923779080325,0.3414731359751629,1
-0.4170131967881218,-0.40963813599363336,-0.0997973408670917,0.35420693509285595,1
-0.39941444096861495,-0.43737963945368136,-0.10017133339304245,0.35012729680696747,1
-0.4192073197799893,-0.43743412359222045,-0.09591588374703977,0.3332333606104924,1
-0.4215713786384189,-0.43392758169008583,-0.09686245217644412,0.3338288639890701,1
-0.42267502959441283,-0.43300431881288914,-0.10579536165047301,0.3314444112154464,1
0.9971725831210214,0.33379747165606893,0.18799225474681833,-0.01085513394791656,0
0.9953118333772695,0.2660480687680144,-0.10820845828265335,0.012403890709996916,0
0.9315387376837214,0.18835111966627133,-0.25403959054449693,0.000510576915538873,0
0.6626872283579396,0.10521943172112022,0.18908646826160727,-0.009164788884765832,0
0.021535195060871818,0.12924383254328012,0.5478688952059965,-0.0027627597919808312,0
0.5286848402054789,0.12373119800142247,0.3876546784338359,0.04320274445751612,0
0.05085957093208201,0.12517495460631559,0.5189005404368322,-0.03543554778632352,0
0.13570429654380237,0.12722966274356604,0.5328540351842319,0.09373956860259025,0
0.4186268050935824,0.10578215506676068,0.4483498249697907,0.11031030133068037,0
0.6240540619997708,0.07275160291760746,0.25037851964389773,0.07978076504566443,0
0.21029648945103846,0.08795228023115051,0.5149877370223404,0.09190336753544052,0
0.20601917766228642,0.07926382765832732,0.49195583963699047,0.11459691356637984,0
0.5387424362348636,0.07433061654457464,0.38875271547101986,0.06532065925866457,0
0.5428775625280537,0.03654144822012185,0.23118701297268604,0.038793681236566104,0
0.40953638194119446,0.0009058043541815221,0.2604594027077408,0.07103763858363844,0
0.7793662643300502,0.2303067163209629,-0.2582976799367504,0.3634842100075449,1
0.7938223205588618,0.185522216187125,-0.27033568731047614,0.4607866904664868,1
0.8175880641513903,0.2048906762938814,-0.2414511232490874,0.45375524821668217,1
0.7381627906511429,0.12704276327761335,-0.33439408025020606,0.4277762927825291,1
0.715613634712828,0.064472044913073,-0.3479751106815981,0.48097381874478956,1
0.4659153991335342,-0.08746323882557586,-0.2862474067842938,0.6420311568518658,1
0.3414419036604667,-0.20140080720675294,-0.1491411474505645,0.7521476537206802,1
0.3335553638832971,-0.21730441046865487,-0.1359534488670101,0.7524005553130599,1
0.2221562175053824,-0.25617603296859626,-0.08953045166060015,0.7811107088616221,1
0.03252604183643673,-0.30643874831537954,0.06994642133884879,0.8222516737340272,1
0.14683094246509676,-0.3014867060927207,0.05107977929799991,0.8359601409798145,1
0.2283970930770296,-0.29418657117766916,-0.0027329408601920228,0.8257659720729864,1
0.4612034829344242,-0.21506079844621928,-0.04049587809959599,0.7763764120917854,1
0.379604023914383,-0.37909766863338656,0.05811248167751291,0.7455171302640694,1
0.6543622751940137,-0.1734550953985175,-0.13039178502741475,0.6519717301280152,1
-0.5373669366865275,0.1009070520749874,0.2592963511390985,-0.09234197746908637,0
-0.4295001402080269,0.024266129154467526,0.3117937486848973,-0.12621054181647734,0
-0.4588823156322693,-0.0009517609938921253,0.3145034897360773,-0.21000739572717494,0
-0.09716035014546993,-0.107088703291391,0.34582090466829146,-0.21526564976921314,0
-0.28498881557895134,-0.060278645424106825,0.38057485969422356,-0.2220937854224582,0
-0.046804760755307415,-0.11850026433557236,0.3535394250099346,-0.28717014667713325,0
-0.13327755012534995,-0.0754689741900033,0.41445799265910305,-0.24735540235770448,0
0.3310100407764177,-0.15431742226428202,0.25043888250156765,-0.34197843864126387,0
-0.1332745163409768,-0.07730078132239986,0.4277925880956025,-0.23879360693106327,0
-0.1808753151436492,-0.030921182966424973,0.465324251773923,-0.18619880799782268,0
0.19239575225075337,-0.10466313286941478,0.38654909681078203,-0.24248414066416335,0
